724 0.1595451563 1 1 
681 0.0649423777 1 1 
682 0.0575499657 1 1 
762 0.0543769164 1 1 
723 0.0426917304 1 1 
635 0.0200490424 1 1 
382 0.0132743100 1 1 
434 0.0110850725 1 1 
680 0.0106831998 1 1 
383 0.0101604361 1 1 
634 0.0101192590 1 1 
332 0.0092370640 1 0 
1723 0.0082052623 1 1 
636 0.0070937000 1 1 
1762 0.0060653660 1 1 
587 0.0057154372 1 1 
486 0.0049102945 1 1 
586 0.0040178888 1 1 
761 0.0038008968 1 1 
537 0.0033449798 1 1 
435 0.0026745666 1 1 
485 0.0020849681 1 1 
763 0.0020642276 1 1 
535 0.0019962556 1 0 
1722 0.0018259341 1 1 
1679 0.0017807078 1 1 
