768 0.0163550133 1 1 
730 0.0148199505 1 1 
801 0.0143294265 1 1 
687 0.0125103659 1 1 
852 0.0076171565 1 1 
802 0.0070357431 1 1 
830 0.0069498148 1 1 
641 0.0062525381 1 1 
729 0.0032003333 1 1 
640 0.0028950455 1 1 
688 0.0023154653 1 1 
769 0.0021387659 1 1 
829 0.0016936280 1 1 
592 0.0015975742 1 1 
851 0.0015608017 1 1 
868 0.0010192027 1 1 
867 0.0008912471 1 1 
1768 0.0008707915 1 1 
1804 0.0007407195 1 1 
1835 0.0005920390 1 1 
1685 0.0005594252 1 1 
1860 0.0005052354 1 1 
1729 0.0003866465 1 1 
831 0.0003072676 1 1 
1728 0.0002987926 1 1 
1805 0.0002751462 1 1 
854 0.0002678807 1 1 
1861 0.0002378662 1 1 
1637 0.0002085716 1 1 
686 0.0001921878 1 1 
869 0.0001808243 1 1 
