683 274.70950 33.35000 55966.49578 21.65000 299 0.10150 2.03190 g -1
636 270.80800 26.15000 55966.49937 21.65000 299 0.08725 1.95810 g -1
726 278.41815 40.55000 55966.50296 21.65000 299 0.07729 1.92904 g -1
765 282.92208 47.75000 55966.50655 21.65000 299 0.04791 1.92692 g -1
1681 276.50450 29.75000 55966.51013 21.65000 299 0.00894 1.95697 g -1
799 291.09099 54.95000 55966.51372 21.65000 299 0.02494 2.00071 g -1
637 278.28971 26.15000 55966.51731 21.65000 299 0.10548 2.00629 g -1
727 287.03496 40.55000 55966.52090 21.65000 299 0.10124 2.01862 g -1
588 274.38447 18.95000 55966.52449 21.65000 299 0.07626 1.88498 g -1
766 292.69677 47.75000 55966.52807 21.65000 299 0.14868 2.00128 g -1
684 282.56279 33.35000 55966.53166 21.65000 299 0.06600 1.81452 g -1
1633 272.69901 22.55000 55966.53525 21.65000 299 0.00832 1.61292 g -1
587 267.11592 18.95000 55966.53884 21.65000 299 0.00760 1.48226 g -1
800 302.18847 54.95000 55966.54243 21.65000 299 0.02498 2.02559 g -1
1725 280.09844 36.95000 55966.54601 21.65000 299 0.00701 1.53971 g -1
1765 284.72077 44.15000 55966.54960 21.65000 299 0.00686 1.56626 g -1
1802 291.35628 51.35000 55966.55319 21.65000 299 0.00431 1.64726 g -1
766 292.69677 47.75000 55966.55388 21.65000 299 0.14868 1.70040 r -1
637 278.28971 26.15000 55966.55747 21.65000 299 0.10548 1.49996 r -1
683 274.70950 33.35000 55966.56106 21.65000 299 0.10150 1.34279 r -1
727 287.03496 40.55000 55966.56465 21.65000 299 0.10124 1.51802 r -1
636 270.80800 26.15000 55966.56824 21.65000 299 0.08725 1.28180 r -1
