475 0.1210945006 1 1 
424 0.1102644175 1 1 
528 0.0868378883 1 1 
372 0.0669248190 1 1 
678 0.0608166071 1 1 
723 0.0594040755 1 1 
679 0.0536029309 1 1 
724 0.0378449829 1 1 
476 0.0356819209 1 1 
321 0.0287208219 1 1 
423 0.0278035039 1 1 
580 0.0210554333 1 1 
579 0.0194501091 1 1 
371 0.0194226389 1 1 
630 0.0186598589 1 1 
677 0.0174655087 1 1 
725 0.0163130358 1 1 
527 0.0146725371 1 1 
722 0.0141985267 1 1 
1417 0.0127194159 1 1 
1721 0.0100584947 1 1 
629 0.0096789408 1 1 
1522 0.0095207812 1 1 
1469 0.0071491580 1 1 
320 0.0062076203 1 0 
684 0.0047162418 1 1 
680 0.0035330452 1 1 
270 0.0032518632 1 0 
726 0.0027812889 1 1 
683 0.0027766640 1 1 
1364 0.0025560773 1 0 
1675 0.0022689288 1 1 
1574 0.0015775483 1 1 
1575 0.0015021078 1 1 
