569 138.00511 18.95000 55904.30893 21.65000 299 0.00242 2.00882 g -1
619 143.61886 26.15000 55904.31251 21.65000 299 0.00458 2.02936 g -1
570 145.05827 18.95000 55904.32687 21.65000 299 0.01741 2.03870 g -1
466 137.51578 4.55000 55904.33045 21.65000 299 0.00208 2.05724 g -1
519 143.12422 11.75000 55904.33404 21.65000 299 0.02280 2.02768 g -1
620 151.10057 26.15000 55904.33763 21.65000 299 0.01010 1.95219 g -1
668 156.91021 33.35000 55904.34122 21.65000 299 0.00390 1.99429 g -1
1565 143.25886 15.35000 55904.34481 21.65000 299 0.00125 1.76422 g -1
571 152.11144 18.95000 55904.34839 21.65000 299 0.02673 2.00165 g -1
467 144.35756 4.55000 55904.35198 21.65000 299 0.02575 2.01031 g -1
520 150.39933 11.75000 55904.35557 21.65000 299 0.04739 2.00235 g -1
621 158.58229 26.15000 55904.35916 21.65000 299 0.01445 1.93869 g -1
416 142.62000 -2.65000 55904.36275 21.65000 299 0.00615 2.01743 g -1
572 159.16460 18.95000 55904.36633 21.65000 299 0.02492 2.03120 g -1
468 151.19933 4.55000 55904.36992 21.65000 299 0.04705 2.02861 g -1
521 157.67444 11.75000 55904.37351 21.65000 299 0.03136 2.04360 g -1
622 166.06400 26.15000 55904.37710 21.65000 299 0.01839 1.98587 g -1
417 149.71000 -2.65000 55904.38069 21.65000 299 0.02507 2.04654 g -1
573 166.21777 18.95000 55904.38427 21.65000 299 0.03847 2.06175 g -1
469 158.04111 4.55000 55904.38786 21.65000 299 0.03233 2.04729 g -1
669 164.76350 33.35000 55904.39145 21.65000 299 0.00323 1.61895 g -1
522 164.94956 11.75000 55904.39504 21.65000 299 0.02323 2.01772 g -1
623 173.54571 26.15000 55904.39863 21.65000 299 0.01150 1.97176 g -1
418 156.80000 -2.65000 55904.40221 21.65000 299 0.02696 2.01463 g -1
574 173.27093 18.95000 55904.40580 21.65000 299 0.03966 2.02362 g -1
470 164.88289 4.55000 55904.40939 21.65000 299 0.01557 2.00081 g -1
523 172.22467 11.75000 55904.41298 21.65000 299 0.04114 2.05965 g -1
366 153.36683 -9.85000 55904.41656 21.65000 299 0.00983 1.95749 g -1
419 163.89000 -2.65000 55904.42015 21.65000 299 0.01706 2.04355 g -1
575 180.32410 18.95000 55904.42374 21.65000 299 0.01339 2.05383 g -1
471 171.72467 4.55000 55904.42733 21.65000 299 0.02457 2.01879 g -1
