656 0.0247514454 1 1 
655 0.0233652391 1 1 
660 0.0149005361 1 1 
606 0.0136392381 1 1 
555 0.0086698497 1 1 
704 0.0086344086 1 1 
503 0.0085398743 1 1 
450 0.0081371581 1 1 
605 0.0070061977 1 1 
657 0.0057027607 1 1 
654 0.0051766637 1 1 
554 0.0038563555 1 1 
703 0.0032526316 1 1 
659 0.0025648463 1 1 
399 0.0025569562 1 1 
702 0.0024278066 1 1 
607 0.0017180323 1 1 
658 0.0014359923 1 1 
1702 0.0013983277 0 1 
701 0.0013010221 0 1 
1651 0.0011976797 0 1 
449 0.0010734296 0 1 
502 0.0010620386 0 1 
296 0.0008385958 0 1 
1703 0.0008152928 0 1 
705 0.0007317798 0 1 
1652 0.0007191184 0 1 
1700 0.0006820631 0 1 
1601 0.0006800601 0 1 
1699 0.0005003665 0 1 
398 0.0004334670 0 1 
1701 0.0004316827 0 1 
347 0.0004136736 0 1 
1549 0.0004058239 0 1 
1497 0.0002824257 0 1 
504 0.0002537322 0 1 
