846 0.2282782354 1 1 
813 0.0825685698 1 1 
781 0.0749210641 1 1 
744 0.0585670322 1 1 
703 0.0468574220 1 1 
863 0.0447192954 1 1 
658 0.0351825368 1 1 
610 0.0306110654 1 1 
780 0.0295750116 1 1 
839 0.0182084673 1 1 
812 0.0133115847 1 1 
745 0.0123160255 1 1 
823 0.0121099642 0 1 
657 0.0118049677 1 1 
859 0.0113749013 1 1 
860 0.0083410295 1 1 
814 0.0065167349 1 1 
609 0.0063552631 1 1 
1874 0.0061795931 1 1 
838 0.0046831956 1 1 
864 0.0046412352 0 1 
1816 0.0043263684 1 1 
702 0.0043065317 1 1 
1854 0.0041841613 0 1 
858 0.0039654061 1 1 
840 0.0036290794 1 1 
560 0.0036282775 1 1 
861 0.0028503309 1 1 
1782 0.0027397279 1 1 
1743 0.0027354322 1 1 
