0.0000000000 3.7290935142e-03 47.0528999847
0.0035879630 7.0852254842e-03 94.8926377617
0.0071759259 1.2448791959e-02 141.9455377463
0.0107638889 1.4747959780e-02 188.9984377310
0.0143518519 1.6977239532e-02 236.1562494213
0.0179398148 1.8661986157e-02 283.2091494059
0.0215277778 2.5215819545e-02 330.9964313302
0.0251157408 2.6483475280e-02 378.2066988733
0.0287037037 2.7524095967e-02 424.1055700958
0.0322916667 2.8527809468e-02 471.3158376389
0.0358796296 3.0374266976e-02 518.4736493292
0.0394675926 3.1005458717e-02 565.5265493138
0.0430555556 3.1581082442e-02 612.5794492985
0.6202387313 8.5203197752e-02 659.7897168416
0.6238266943 1.3723654249e-01 707.1048960904
0.6274146572 1.7632605738e-01 751.2727241696
0.6310026202 2.1526028572e-01 797.3289629506
0.6345905832 2.5027578652e-01 844.6441421994
0.6381785461 2.9111694117e-01 892.4838799764
0.6417665091 3.2202333296e-01 934.3436505313
0.6453544721 3.4443008058e-01 979.5605956671
0.6489424350 3.6187082784e-01 1026.4561280933
0.6525303980 3.9531703789e-01 1072.5648227270
0.6561183610 4.0909756713e-01 1116.6801949535
0.6597063239 4.2234204341e-01 1164.4674768777
0.6632942869 4.3687021925e-01 1211.8351119793
0.6668822498 4.4897022811e-01 1257.9438066131
0.6704702128 4.5886143449e-01 1299.8035771680
0.6740581758 4.6937951570e-01 1342.8698323379
0.6776461387 4.7597003429e-01 1388.1392333264
0.6812341017 4.8114846411e-01 1434.2479279602
0.6848220647 4.8714659578e-01 1478.4157560395
0.6884100276 4.9073292740e-01 1520.2755265944
0.6919979906 4.9543386439e-01 1567.4857941375
0.6955859536 5.3019512303e-01 1614.8534292391
0.6991739165 5.3358327017e-01 1659.2835365825
0.7027618795 5.3730943376e-01 1702.3497917524
0.7063498425 5.4095219248e-01 1748.3011188277
0.7099378054 5.4407130861e-01 1791.3673739976
0.7135257684 5.4985720933e-01 1838.5776415407
0.7171137314 5.5287164599e-01 1880.1226769787
0.7207016943 5.5564881634e-01 1882.4831903558
0.7242896573 5.5810243186e-01 1928.6443408424
0.7278776203 5.6044343769e-01 1970.5565672502
0.7314655832 5.6273957403e-01 2012.0491468353
0.7350535462 5.6498458014e-01 2014.0949250955
0.7386415091 5.6719661568e-01 2061.3051926386
0.7422294721 5.6923583834e-01 2063.5607943101
0.7458174351 5.7116673735e-01 2065.6065725703
0.7494053980 5.7265708050e-01 2110.9284294117
0.7529933610 5.7425057033e-01 2159.1353581586
0.7565813240 5.7582814987e-01 2160.9713130075
0.7601692869 5.7733687437e-01 2163.3318263846
0.7637572499 5.7853426175e-01 2165.4300604976
0.7673452129 5.7961550782e-01 2208.5487715204
0.7709331758 5.8050243285e-01 2250.0413511055
0.7745211388 5.8143687301e-01 2252.4018644826
0.7781091018 5.8225317764e-01 2293.9468999206
0.7816970647 5.8320690546e-01 2332.8166868644
0.7852850277 5.8400755440e-01 2371.6340179555
0.7888729907 5.8463347624e-01 2373.4699728044
0.7924609536 5.8536128154e-01 2417.3230657666
0.7960489166 5.8604209659e-01 2419.5262115853
0.7996368796 5.8669145546e-01 2461.3859821402
0.8032248425 5.8721158964e-01 2463.4842162533
0.8068128055 5.8765361158e-01 2465.4775386606
0.8104007684 5.8815797503e-01 2511.3239540303
0.8110952129 5.8815797503e-01 2511.3239540303
0.8146831759 5.8815797503e-01 2511.3239540303
0.8182711388 5.8815797503e-01 2511.3239540303
0.8218591018 5.8815797503e-01 2511.3239540303
0.8254470648 5.8815797503e-01 2511.3239540303
0.8290350277 5.8815797503e-01 2511.3239540303
0.8326229907 5.8815797503e-01 2511.3239540303
0.8362109536 5.8815797503e-01 2511.3239540303
0.8397989166 5.8815797503e-01 2511.3239540303
0.8433868796 5.8815797503e-01 2511.3239540303
0.8469748425 5.8815797503e-01 2511.3239540303
0.8505628055 5.8815797503e-01 2511.3239540303
0.8541507685 5.8815797503e-01 2511.3239540303
0.8577387314 5.8815797503e-01 2511.3239540303
0.8613266944 5.8815797503e-01 2511.3239540303
0.8649146574 5.8815797503e-01 2511.3239540303
0.8685026203 5.8815797503e-01 2511.3239540303
0.8720905833 5.8815797503e-01 2511.3239540303
0.9402618796 5.8815797503e-01 2511.3239540303
0.9474378056 5.8815797503e-01 2511.3239540303
0.9510257685 5.8815797503e-01 2511.3239540303
0.9617896574 5.8815797503e-01 2511.3239540303
0.9653776204 5.8815797503e-01 2511.3239540303
0.9689655833 5.8815797503e-01 2511.3239540303
0.9761415093 5.8815797503e-01 2511.3239540303
0.9869053982 5.8815797503e-01 2511.3239540303
0.9904933611 5.8815797503e-01 2511.3239540303
0.9976692871 5.8815797503e-01 2511.3239540303
