333 0.2311909528 1 1 
384 0.2043561390 1 1 
436 0.0610483197 1 1 
334 0.0525358579 1 1 
488 0.0513285410 1 1 
283 0.0413611807 1 1 
383 0.0283704088 1 1 
437 0.0249038156 1 1 
540 0.0238422157 1 1 
489 0.0228884149 1 1 
282 0.0218577651 1 1 
689 0.0191341386 1 1 
541 0.0178896286 1 1 
385 0.0171948441 1 1 
435 0.0155111956 1 1 
332 0.0090836704 1 1 
690 0.0085670714 1 1 
1376 0.0078440460 1 1 
1429 0.0070988755 1 1 
1377 0.0069203461 1 1 
1325 0.0062491512 1 1 
591 0.0051272175 1 1 
688 0.0049106283 1 1 
1482 0.0043531681 1 1 
1430 0.0033014835 1 1 
1535 0.0029651508 1 1 
