299 0.0394035392 1 1 
300 0.0277756745 1 1 
251 0.0231222978 0 1 
349 0.0122778798 1 1 
250 0.0096434435 0 1 
298 0.0090336078 0 1 
350 0.0042381131 1 1 
449 0.0033920270 1 1 
348 0.0032719264 0 1 
1292 0.0025332599 0 1 
399 0.0023242432 1 1 
398 0.0022642645 0 1 
649 0.0016872983 1 1 
347 0.0014876220 0 1 
400 0.0014778669 1 1 
600 0.0013714665 0 1 
601 0.0013705858 1 1 
502 0.0013230450 1 1 
1341 0.0011889621 0 1 
252 0.0011458914 0 1 
501 0.0011432785 0 1 
450 0.0010834999 1 1 
448 0.0010680924 0 1 
1342 0.0009213631 0 1 
648 0.0008301930 0 1 
301 0.0008063033 1 1 
550 0.0007632676 0 1 
694 0.0005576319 0 1 
401 0.0005483834 1 1 
351 0.0004886348 1 1 
1293 0.0004247952 0 1 
