668 0.0632165635 1 1 
620 0.0564340462 1 1 
713 0.0469286416 1 1 
570 0.0412406163 1 1 
712 0.0299262243 1 1 
753 0.0265601581 1 1 
519 0.0255417358 1 1 
754 0.0224422869 1 0 
466 0.0126370787 1 1 
667 0.0117826649 1 1 
571 0.0100324698 1 1 
619 0.0080225909 1 1 
669 0.0070200402 1 0 
621 0.0058559913 1 1 
518 0.0056769056 1 1 
415 0.0045739374 1 0 
789 0.0042777362 1 0 
440 0.0036600658 1 1 
467 0.0033689500 1 0 
1665 0.0032888243 1 0 
569 0.0027467944 1 1 
1616 0.0025405639 1 1 
714 0.0023448360 1 0 
1752 0.0023352139 1 0 
1711 0.0021301595 1 0 
1565 0.0017652726 1 0 
788 0.0017397961 1 0 
1710 0.0015102534 1 0 
1513 0.0014665172 1 0 
520 0.0014591159 1 0 
465 0.0013680666 1 1 
414 0.0011607654 1 0 
363 0.0009761901 1 0 
491 0.0008844842 1 1 
390 0.0008531174 1 1 
1753 0.0007782072 1 0 
