474 0.1648523771 1 1 
423 0.1582182589 1 1 
473 0.1461587969 1 1 
525 0.1152756352 1 1 
526 0.0610976085 1 1 
424 0.0554534049 1 1 
477 0.0251606317 1 1 
422 0.0245209048 1 1 
577 0.0189509316 1 1 
475 0.0189380175 1 1 
425 0.0183972419 1 1 
1468 0.0167237850 1 1 
372 0.0160897613 1 1 
528 0.0150120922 1 1 
426 0.0141517747 1 1 
527 0.0126476769 1 1 
578 0.0115945257 1 1 
373 0.0111993922 1 1 
576 0.0106461712 1 1 
529 0.0098840514 1 1 
476 0.0095599220 1 1 
1520 0.0082251711 1 1 
1467 0.0053598725 1 1 
1417 0.0051305912 1 1 
1572 0.0033856078 1 1 
1418 0.0025976065 1 1 
1469 0.0025613166 1 1 
