717 200.86681 40.55000 56062.15446 21.65000 299 0.16613 1.09573 g -1
757 204.72454 47.75000 56062.15804 21.65000 299 0.11814 1.12896 g -1
822 220.00000 62.15000 56062.16163 21.65000 299 0.11292 1.31581 g -1
791 202.40112 54.95000 56062.16522 21.65000 299 0.10034 1.13733 g -1
716 192.25000 40.55000 56062.16881 21.65000 299 0.08831 1.03090 g -1
673 196.17664 33.35000 56062.17240 21.65000 299 0.07946 1.03474 g -1
792 213.41224 54.95000 56062.17598 21.65000 299 0.07034 1.17748 g -1
821 206.66667 62.15000 56062.17957 21.65000 299 0.02676 1.19302 g -1
672 188.32336 33.35000 56062.18316 21.65000 299 0.02512 1.00398 g -1
756 194.94985 47.75000 56062.18675 21.65000 299 0.02381 1.04411 g -1
845 214.28571 69.35000 56062.19033 21.65000 299 0.00861 1.29591 g -1
625 188.50914 26.15000 56062.19392 21.65000 299 0.00831 1.00879 g -1
1715 196.43326 36.95000 56062.19751 21.65000 299 0.00700 1.01027 g -1
1756 201.49708 44.15000 56062.20110 21.65000 299 0.00669 1.03344 g -1
846 231.42857 69.35000 56062.20469 21.65000 299 0.00574 1.35856 g -1
1794 207.89836 51.35000 56062.20827 21.65000 299 0.00526 1.07563 g -1
576 187.38957 18.95000 56062.21186 21.65000 299 0.00396 1.03625 g -1
1826 210.98986 58.55000 56062.21545 21.65000 299 0.00354 1.12856 g -1
1853 218.77723 65.75000 56062.21904 21.65000 299 0.00343 1.22501 g -1
524 179.49978 11.75000 56062.22263 21.65000 299 0.00333 1.11893 g -1
865 276.00000 76.55000 56062.22621 21.65000 299 0.00248 1.73835 g -1
866 300.00000 76.55000 56062.22980 21.65000 299 0.00284 2.00470 g -1
864 252.00000 76.55000 56062.23339 21.65000 299 0.00201 1.52407 g -1
575 180.32410 18.95000 56062.23698 21.65000 299 0.00201 1.09387 g -1
847 248.57143 69.35000 56062.24057 21.65000 299 0.00197 1.38650 g -1
717 200.86681 40.55000 56062.24126 21.65000 299 0.16613 1.00833 r -1
757 204.72454 47.75000 56062.24485 21.65000 299 0.11814 1.03212 r -1
822 220.00000 62.15000 56062.24844 21.65000 299 0.11292 1.15614 r -1
791 202.40112 54.95000 56062.25202 21.65000 299 0.10034 1.07689 r -1
716 192.25000 40.55000 56062.25561 21.65000 299 0.08831 1.03384 r -1
673 196.17664 33.35000 56062.25920 21.65000 299 0.07946 1.01966 r -1
792 213.41224 54.95000 56062.26279 21.65000 299 0.07034 1.07554 r -1
821 206.66667 62.15000 56062.26638 21.65000 299 0.02676 1.14289 r -1
672 188.32336 33.35000 56062.26996 21.65000 299 0.02512 1.07137 r -1
756 194.94985 47.75000 56062.27355 21.65000 299 0.02381 1.06919 r -1
845 214.28571 69.35000 56062.27714 21.65000 299 0.00861 1.23535 r -1
625 188.50914 26.15000 56062.28073 21.65000 299 0.00831 1.11316 r -1
1715 196.43326 36.95000 56062.28432 21.65000 299 0.00700 1.05474 r -1
1756 201.49708 44.15000 56062.28790 21.65000 299 0.00669 1.05114 r -1
846 231.42857 69.35000 56062.29149 21.65000 299 0.00574 1.24214 r -1
1794 207.89836 51.35000 56062.29508 21.65000 299 0.00526 1.07044 r -1
576 187.38957 18.95000 56062.29867 21.65000 299 0.00396 1.22993 r -1
1826 210.98986 58.55000 56062.30226 21.65000 299 0.00354 1.12127 r -1
1853 218.77723 65.75000 56062.30584 21.65000 299 0.00343 1.18808 r -1
524 179.49978 11.75000 56062.30943 21.65000 299 0.00333 1.52555 r -1
866 300.00000 76.55000 56062.31302 21.65000 299 0.00284 1.66941 r -1
865 276.00000 76.55000 56062.31661 21.65000 299 0.00248 1.48966 r -1
864 252.00000 76.55000 56062.32020 21.65000 299 0.00201 1.39371 r -1
575 180.32410 18.95000 56062.32378 21.65000 299 0.00201 1.52118 r -1
847 248.57143 69.35000 56062.32737 21.65000 299 0.00197 1.24935 r -1
