316 157.09652 -17.05000 56050.14676 21.65000 299 0.02040 1.57130 g -1
366 153.36683 -9.85000 56050.15035 21.65000 299 0.00711 1.37980 g -1
315 150.06583 -17.05000 56050.15394 21.65000 299 0.00630 1.60035 g -1
467 144.35756 4.55000 56050.15752 21.65000 299 0.00266 1.19000 g -1
417 149.71000 -2.65000 56050.16111 21.65000 299 0.00255 1.26931 g -1
365 146.29717 -9.85000 56050.16470 21.65000 299 0.00224 1.44851 g -1
418 156.80000 -2.65000 56050.16829 21.65000 299 0.00197 1.25048 g -1
519 143.12422 11.75000 56050.17188 21.65000 299 0.00189 1.15830 g -1
416 142.62000 -2.65000 56050.17546 21.65000 299 0.00184 1.36942 g -1
569 138.00511 18.95000 56050.17905 21.65000 299 0.00169 1.16785 g -1
518 135.84911 11.75000 56050.18264 21.65000 299 0.00130 1.27091 g -1
466 137.51578 4.55000 56050.18623 21.65000 299 0.00128 1.36307 g -1
468 151.19933 4.55000 56050.18982 21.65000 299 0.00127 1.22352 g -1
1308 156.46136 -20.65000 56050.19340 21.65000 299 0.00077 1.81809 g -1
520 150.39933 11.75000 56050.19699 21.65000 299 0.00076 1.17252 g -1
618 136.13714 26.15000 56050.20058 21.65000 299 0.00074 1.23131 g -1
706 106.08185 40.55000 56050.20417 21.65000 299 0.00065 1.80104 g -1
570 145.05827 18.95000 56050.20776 21.65000 299 0.00064 1.20236 g -1
662 109.79050 33.35000 56050.21134 21.65000 299 0.00062 1.87827 g -1
663 117.64379 33.35000 56050.21493 21.65000 299 0.00061 1.64994 g -1
707 114.69867 40.55000 56050.21852 21.65000 299 0.00054 1.69213 g -1
568 130.95195 18.95000 56050.22211 21.65000 299 0.00053 1.54221 g -1
1359 157.71708 -13.45000 56050.22570 21.65000 299 0.00046 1.69970 g -1
567 123.89878 18.95000 56050.22928 21.65000 299 0.00039 1.86758 g -1
616 121.17371 26.15000 56050.23287 21.65000 299 0.00039 1.87449 g -1
617 128.65543 26.15000 56050.23646 21.65000 299 0.00038 1.64964 g -1
469 158.04111 4.55000 56050.24005 21.65000 299 0.00033 1.34714 g -1
1410 147.14208 -6.25000 56050.24364 21.65000 299 0.00026 1.90195 g -1
1411 154.08176 -6.25000 56050.24722 21.65000 299 0.00024 1.72199 g -1
367 160.43650 -9.85000 56050.26875 21.65000 299 0.00264 1.89517 g -1
367 160.43650 -9.85000 56050.26945 21.65000 299 0.00264 1.90369 r -1
418 156.80000 -2.65000 56050.27303 21.65000 299 0.00197 1.80769 r -1
519 143.12422 11.75000 56050.27662 21.65000 299 0.00189 1.96825 r -1
468 151.19933 4.55000 56050.28021 21.65000 299 0.00127 1.88715 r -1
520 150.39933 11.75000 56050.28380 21.65000 299 0.00076 1.76955 r -1
570 145.05827 18.95000 56050.28739 21.65000 299 0.00064 1.86027 r -1
469 158.04111 4.55000 56050.29097 21.65000 299 0.00033 1.77286 r -1
