389 315.85652 -9.85000 56181.12178 21.65000 299 0.02117 1.81680 g -1
390 322.90570 -9.85000 56181.12536 21.65000 299 0.04515 2.01672 g -1
440 312.50481 -2.65000 56181.12895 21.65000 299 0.01703 1.47441 g -1
441 319.53365 -2.65000 56181.13254 21.65000 299 0.01628 1.58755 g -1
491 309.15208 4.55000 56181.13613 21.65000 299 0.00725 1.26840 g -1
339 319.13554 -17.05000 56181.13972 21.65000 299 0.01080 2.03670 g -1
492 316.16296 4.55000 56181.14330 21.65000 299 0.00530 1.32018 g -1
1383 323.68950 -13.45000 56181.14689 21.65000 299 0.00348 1.92628 g -1
1435 320.44222 -6.25000 56181.15048 21.65000 299 0.00250 1.56456 g -1
542 305.89962 11.75000 56181.15407 21.65000 299 0.00176 1.11759 g -1
1434 313.53452 -6.25000 56181.15766 21.65000 299 0.00167 1.42121 g -1
340 326.21746 -17.05000 56181.16124 21.65000 299 0.08401 2.01376 g -1
543 312.88387 11.75000 56181.16483 21.65000 299 0.00134 1.13529 g -1
1382 316.75229 -13.45000 56181.16842 21.65000 299 0.00092 1.60548 g -1
341 333.29939 -17.05000 56181.17918 21.65000 299 0.00669 2.03326 g -1
1332 328.85071 -20.65000 56181.18636 21.65000 299 0.00477 2.01720 g -1
289 324.19504 -24.25000 56181.20071 21.65000 299 0.00618 2.00895 g -1
290 331.58811 -24.25000 56181.22224 21.65000 299 0.07195 2.00229 g -1
291 338.98118 -24.25000 56181.24018 21.65000 299 0.00533 2.01758 g -1
839 111.42857 69.35000 56181.40164 21.65000 299 0.00432 2.00874 g -1
782 103.90195 54.95000 56181.40523 21.65000 299 0.00449 2.01028 g -1
746 100.70292 47.75000 56181.40881 21.65000 299 0.00255 1.97531 g -1
705 97.46504 40.55000 56181.41240 21.65000 299 0.00103 1.92740 g -1
814 113.33333 62.15000 56181.41958 21.65000 299 0.03490 2.01798 g -1
747 110.12762 47.75000 56181.43034 21.65000 299 0.08431 2.03979 g -1
706 106.08185 40.55000 56181.43393 21.65000 299 0.08227 1.96180 g -1
783 114.82671 54.95000 56181.43752 21.65000 299 0.06933 1.98587 g -1
859 132.00000 76.55000 56181.44110 21.65000 299 0.00727 1.99129 g -1
1746 109.02631 44.15000 56181.44469 21.65000 299 0.00410 1.86480 g -1
840 128.57143 69.35000 56181.44828 21.65000 299 0.01900 2.01471 g -1
1704 104.40156 36.95000 56181.45187 21.65000 299 0.00384 1.72091 g -1
815 126.66667 62.15000 56181.45546 21.65000 299 0.01316 2.02835 g -1
512 92.56888 11.75000 56181.45904 21.65000 299 0.00316 1.67074 g -1
707 114.69867 40.55000 56181.46263 21.65000 299 0.00306 1.89240 g -1
1785 114.00820 51.35000 56181.46622 21.65000 299 0.00287 1.70331 g -1
1818 115.06828 58.55000 56181.46981 21.65000 299 0.00267 1.66015 g -1
748 119.55231 47.75000 56181.47340 21.65000 299 0.00137 1.82144 g -1
860 156.00000 76.55000 56181.50210 21.65000 299 0.00126 2.01679 g -1
747 110.12762 47.75000 56181.50279 21.65000 299 0.08431 1.37619 r -1
706 106.08185 40.55000 56181.50638 21.65000 299 0.08227 1.30583 r -1
783 114.82671 54.95000 56181.50997 21.65000 299 0.06933 1.41170 r -1
814 113.33333 62.15000 56181.51356 21.65000 299 0.03490 1.40475 r -1
840 128.57143 69.35000 56181.51715 21.65000 299 0.01900 1.60798 r -1
815 126.66667 62.15000 56181.52073 21.65000 299 0.01316 1.54171 r -1
